manufacturer,model,generation_country,generation_name,generation_url,generation_img_url,generation_date_start,generation_date_end,generation_body,engine_volume,engine_hp,fuel_type,transmission_type,drive,feature
Toyota,Celica,Модельный ряд для США,"6 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/celica/g_1996_4789/,https://s.auto.drom.ru/i24271/c/photos/fullsize/toyota/celica/gen473_toyota_celica_1078802.jpg,1996,1999,Купе,1.8,105,бензин,МКПП,передний привод,
Toyota,Celica,Модельный ряд для США,"6 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/celica/g_1996_4789/,https://s.auto.drom.ru/i24271/c/photos/fullsize/toyota/celica/gen473_toyota_celica_1078802.jpg,1996,1999,Купе,1.8,105,бензин,АКПП,передний привод,
Toyota,Celica,Модельный ряд для США,"6 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/celica/g_1996_4788/,https://s.auto.drom.ru/i24271/c/photos/fullsize/toyota/celica/gen473_toyota_celica_1078788.jpg,1996,1999,Хэтчбек 3 дв.,1.8,105,бензин,МКПП,передний привод,
Toyota,Celica,Модельный ряд для США,"6 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/celica/g_1996_4788/,https://s.auto.drom.ru/i24271/c/photos/fullsize/toyota/celica/gen473_toyota_celica_1078788.jpg,1996,1999,Хэтчбек 3 дв.,1.8,105,бензин,АКПП,передний привод,
Toyota,Celica,Модельный ряд для США,"6 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/celica/g_1996_4788/,https://s.auto.drom.ru/i24271/c/photos/fullsize/toyota/celica/gen473_toyota_celica_1078788.jpg,1996,1999,Хэтчбек 3 дв.,2.2,135,бензин,МКПП,передний привод,
Toyota,Celica,Модельный ряд для США,"6 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/celica/g_1996_4788/,https://s.auto.drom.ru/i24271/c/photos/fullsize/toyota/celica/gen473_toyota_celica_1078788.jpg,1996,1999,Хэтчбек 3 дв.,2.2,135,бензин,АКПП,передний привод,
Toyota,Celica,Модельный ряд для США,"6 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/celica/g_1996_3748/,https://s.auto.drom.ru/i24271/c/photos/fullsize/toyota/celica/gen473_toyota_celica_1078752.jpg,1996,1999,Открытый кузов,2.2,135,бензин,МКПП,передний привод,
Toyota,Celica,Модельный ряд для США,"6 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/celica/g_1996_3748/,https://s.auto.drom.ru/i24271/c/photos/fullsize/toyota/celica/gen473_toyota_celica_1078752.jpg,1996,1999,Открытый кузов,2.2,135,бензин,АКПП,передний привод,
Toyota,Celica,Модельный ряд для США,6 поколение,https://www.drom.ru/catalog/toyota/celica/g_1993_4791/,https://s.auto.drom.ru/i24271/c/photos/fullsize/toyota/celica/gen473_toyota_celica_1078770.jpg,1993,1996,Открытый кузов,2.2,135,бензин,МКПП,передний привод,
Toyota,Celica,Модельный ряд для США,6 поколение,https://www.drom.ru/catalog/toyota/celica/g_1993_4791/,https://s.auto.drom.ru/i24271/c/photos/fullsize/toyota/celica/gen473_toyota_celica_1078770.jpg,1993,1996,Открытый кузов,2.2,135,бензин,АКПП,передний привод,
Toyota,Celica,Модельный ряд для США,6 поколение,https://www.drom.ru/catalog/toyota/celica/g_1993_3747/,https://s.auto.drom.ru/i24271/c/photos/fullsize/toyota/celica/gen473_toyota_celica_1078780.jpg,1993,1996,Хэтчбек 3 дв.,1.8,103,бензин,МКПП,передний привод,
Toyota,Celica,Модельный ряд для США,6 поколение,https://www.drom.ru/catalog/toyota/celica/g_1993_3747/,https://s.auto.drom.ru/i24271/c/photos/fullsize/toyota/celica/gen473_toyota_celica_1078780.jpg,1993,1996,Хэтчбек 3 дв.,1.8,103,бензин,АКПП,передний привод,
Toyota,Celica,Модельный ряд для США,6 поколение,https://www.drom.ru/catalog/toyota/celica/g_1993_3747/,https://s.auto.drom.ru/i24271/c/photos/fullsize/toyota/celica/gen473_toyota_celica_1078780.jpg,1993,1996,Хэтчбек 3 дв.,2.2,135,бензин,МКПП,передний привод,
Toyota,Celica,Модельный ряд для США,6 поколение,https://www.drom.ru/catalog/toyota/celica/g_1993_3747/,https://s.auto.drom.ru/i24271/c/photos/fullsize/toyota/celica/gen473_toyota_celica_1078780.jpg,1993,1996,Хэтчбек 3 дв.,2.2,135,бензин,АКПП,передний привод,
Toyota,Celica,Модельный ряд для США,6 поколение,https://www.drom.ru/catalog/toyota/celica/g_1993_3746/,https://s.auto.drom.ru/i24271/c/photos/fullsize/toyota/celica/gen473_toyota_celica_1078820.jpg,1993,1996,Купе,1.8,103,бензин,МКПП,передний привод,
Toyota,Celica,Модельный ряд для США,6 поколение,https://www.drom.ru/catalog/toyota/celica/g_1993_3746/,https://s.auto.drom.ru/i24271/c/photos/fullsize/toyota/celica/gen473_toyota_celica_1078820.jpg,1993,1996,Купе,1.8,103,бензин,АКПП,передний привод,
Toyota,Celica,Модельный ряд для США,6 поколение,https://www.drom.ru/catalog/toyota/celica/g_1993_3746/,https://s.auto.drom.ru/i24271/c/photos/fullsize/toyota/celica/gen473_toyota_celica_1078820.jpg,1993,1996,Купе,2.2,130,бензин,МКПП,передний привод,
Toyota,Celica,Модельный ряд для США,6 поколение,https://www.drom.ru/catalog/toyota/celica/g_1993_3746/,https://s.auto.drom.ru/i24271/c/photos/fullsize/toyota/celica/gen473_toyota_celica_1078820.jpg,1993,1996,Купе,2.2,130,бензин,АКПП,передний привод,
Toyota,Celica,Модельный ряд для США,6 поколение,https://www.drom.ru/catalog/toyota/celica/g_1993_3746/,https://s.auto.drom.ru/i24271/c/photos/fullsize/toyota/celica/gen473_toyota_celica_1078820.jpg,1993,1996,Купе,2.2,135,бензин,МКПП,передний привод,
Toyota,Celica,Модельный ряд для США,6 поколение,https://www.drom.ru/catalog/toyota/celica/g_1993_3746/,https://s.auto.drom.ru/i24271/c/photos/fullsize/toyota/celica/gen473_toyota_celica_1078820.jpg,1993,1996,Купе,2.2,135,бензин,АКПП,передний привод,
Toyota,Celica,Модельный ряд для США,"5 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/celica/g_1991_4782/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/celica/gen473_toyota_celica_492725.jpg,1991,1993,Купе,1.6,103,бензин,МКПП,передний привод,
Toyota,Celica,Модельный ряд для США,"5 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/celica/g_1991_4782/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/celica/gen473_toyota_celica_492725.jpg,1991,1993,Купе,1.6,103,бензин,АКПП,передний привод,
Toyota,Celica,Модельный ряд для США,"5 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/celica/g_1991_4782/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/celica/gen473_toyota_celica_492725.jpg,1991,1993,Купе,2.2,135,бензин,МКПП,передний привод,
Toyota,Celica,Модельный ряд для США,"5 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/celica/g_1991_4782/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/celica/gen473_toyota_celica_492725.jpg,1991,1993,Купе,2.2,135,бензин,АКПП,передний привод,
Toyota,Celica,Модельный ряд для США,"5 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/celica/g_1991_4781/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/celica/gen473_toyota_celica_492726.jpg,1991,1993,Хэтчбек 3 дв.,2.2,135,бензин,МКПП,передний привод,
Toyota,Celica,Модельный ряд для США,"5 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/celica/g_1991_4781/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/celica/gen473_toyota_celica_492726.jpg,1991,1993,Хэтчбек 3 дв.,2.2,135,бензин,АКПП,передний привод,
Toyota,Celica,Модельный ряд для США,5 поколение,https://www.drom.ru/catalog/toyota/celica/g_1989_3745/,https://s.auto.drom.ru/img5/catalog/photos/fullsize/toyota/celica/gen473_toyota_celica_219028.jpg,1989,1993,Открытый кузов,2.2,135,бензин,МКПП,передний привод,
Toyota,Celica,Модельный ряд для США,5 поколение,https://www.drom.ru/catalog/toyota/celica/g_1989_3745/,https://s.auto.drom.ru/img5/catalog/photos/fullsize/toyota/celica/gen473_toyota_celica_219028.jpg,1989,1993,Открытый кузов,2.2,135,бензин,АКПП,передний привод,
Toyota,Celica,Модельный ряд для США,5 поколение,https://www.drom.ru/catalog/toyota/celica/g_1989_3743/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/celica/gen473_toyota_celica_491539.jpg,1989,1991,Купе,1.6,103,бензин,МКПП,передний привод,
Toyota,Celica,Модельный ряд для США,5 поколение,https://www.drom.ru/catalog/toyota/celica/g_1989_3743/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/celica/gen473_toyota_celica_491539.jpg,1989,1991,Купе,1.6,103,бензин,АКПП,передний привод,
Toyota,Celica,Модельный ряд для США,5 поколение,https://www.drom.ru/catalog/toyota/celica/g_1989_3743/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/celica/gen473_toyota_celica_491539.jpg,1989,1991,Купе,2.2,130,бензин,МКПП,передний привод,
Toyota,Celica,Модельный ряд для США,5 поколение,https://www.drom.ru/catalog/toyota/celica/g_1989_3743/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/celica/gen473_toyota_celica_491539.jpg,1989,1991,Купе,2.2,130,бензин,АКПП,передний привод,
Toyota,Celica,Модельный ряд для США,5 поколение,https://www.drom.ru/catalog/toyota/celica/g_1989_3742/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/celica/gen473_toyota_celica_491566.jpg,1989,1991,Хэтчбек 3 дв.,2.0,200,бензин,МКПП,полный привод (4WD),
Toyota,Celica,Модельный ряд для США,5 поколение,https://www.drom.ru/catalog/toyota/celica/g_1989_3742/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/celica/gen473_toyota_celica_491566.jpg,1989,1991,Хэтчбек 3 дв.,2.2,130,бензин,МКПП,передний привод,
Toyota,Celica,Модельный ряд для США,5 поколение,https://www.drom.ru/catalog/toyota/celica/g_1989_3742/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/celica/gen473_toyota_celica_491566.jpg,1989,1991,Хэтчбек 3 дв.,2.2,130,бензин,АКПП,передний привод,
Toyota,Celsior,Модельный ряд для Японии,"3 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/celsior/g_2003_6686/,https://s.auto.drom.ru/i24207/c/photos/fullsize/toyota/celsior/gen473_toyota_celsior_700050.jpg,2003,2006,Седан,4.3,280,бензин,АКПП,задний привод,
Toyota,Celsior,Модельный ряд для Японии,3 поколение,https://www.drom.ru/catalog/toyota/celsior/g_2000_746/,https://s.auto.drom.ru/i24199/c/photos/fullsize/toyota/celsior/gen473_toyota_celsior_592646.jpg,2000,2003,Седан,4.3,280,бензин,АКПП,задний привод,
Toyota,Celsior,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/celsior/g_1997_6683/,https://s.auto.drom.ru/i24199/c/photos/fullsize/toyota/celsior/gen473_toyota_celsior_592656.jpg,1997,2000,Седан,4.0,280,бензин,АКПП,задний привод,
Toyota,Celsior,Модельный ряд для Японии,2 поколение,https://www.drom.ru/catalog/toyota/celsior/g_1994_745/,https://s.auto.drom.ru/i24199/c/photos/fullsize/toyota/celsior/gen473_toyota_celsior_592671.jpg,1994,1997,Седан,4.0,265,бензин,АКПП,задний привод,
Toyota,Celsior,Модельный ряд для Японии,"1 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/celsior/g_1992_6681/,https://s.auto.drom.ru/i24215/c/photos/fullsize/toyota/celsior/gen473_toyota_celsior_767165.jpg,1992,1994,Седан,4.0,260,бензин,АКПП,задний привод,
Toyota,Celsior,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/toyota/celsior/g_1989_744/,https://s.auto.drom.ru/i24215/c/photos/fullsize/toyota/celsior/gen473_toyota_celsior_767156.jpg,1989,1992,Седан,4.0,260,бензин,АКПП,задний привод,
Toyota,Century,Модельный ряд для Японии,3 поколение,https://www.drom.ru/catalog/toyota/century/g_2017_8105/,https://s.auto.drom.ru/i24217/c/photos/fullsize/toyota/century/gen473_toyota_century_788319.jpg,2017,2023,"Седан, Гибрид",5.0,381,бензин,вариатор (CVT),задний привод,гибрид
Toyota,Century,Модельный ряд для Японии,2 поколение,https://www.drom.ru/catalog/toyota/century/g_1997_748/,https://s.auto.drom.ru/img1/catalog/photos/fullsize/toyota/century/gen473_toyota_century_10985.jpg,1997,2017,Седан,5.0,280,бензин,АКПП,задний привод,
Toyota,Century,Модельный ряд для Японии,2 поколение,https://www.drom.ru/catalog/toyota/century/g_1997_748/,https://s.auto.drom.ru/img1/catalog/photos/fullsize/toyota/century/gen473_toyota_century_10985.jpg,1997,2017,Седан,5.0,258,газ,АКПП,задний привод,
Toyota,Century,Модельный ряд для Японии,"1 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/century/g_1987_747/,https://s.auto.drom.ru/i24207/c/photos/fullsize/toyota/century/gen473_toyota_century_700182.jpg,1987,1997,Седан,4.0,165,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"6 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1998_4601/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_468684.jpg,1998,2001,Седан,1.8,120,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"6 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1998_4601/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_468684.jpg,1998,2001,Седан,2.0,160,бензин,МКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"6 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1998_4601/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_468684.jpg,1998,2001,Седан,2.0,160,бензин,АКПП,полный привод (4WD),
Toyota,Chaser,Модельный ряд для Японии,"6 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1998_4601/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_468684.jpg,1998,2001,Седан,2.0,160,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"6 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1998_4601/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_468684.jpg,1998,2001,Седан,2.4,97,дизель,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"6 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1998_4601/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_468684.jpg,1998,2001,Седан,2.5,200,бензин,АКПП,полный привод (4WD),
Toyota,Chaser,Модельный ряд для Японии,"6 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1998_4601/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_468684.jpg,1998,2001,Седан,2.5,200,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"6 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1998_4601/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_468684.jpg,1998,2001,Седан,2.5,280,бензин,МКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"6 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1998_4601/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_468684.jpg,1998,2001,Седан,2.5,280,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"6 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1998_4601/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_468684.jpg,1998,2001,Седан,3.0,220,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,6 поколение,https://www.drom.ru/catalog/toyota/chaser/g_1996_761/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_469897.jpg,1996,1998,Седан,1.8,120,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,6 поколение,https://www.drom.ru/catalog/toyota/chaser/g_1996_761/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_469897.jpg,1996,1998,Седан,2.0,140,бензин,МКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,6 поколение,https://www.drom.ru/catalog/toyota/chaser/g_1996_761/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_469897.jpg,1996,1998,Седан,2.0,140,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,6 поколение,https://www.drom.ru/catalog/toyota/chaser/g_1996_761/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_469897.jpg,1996,1998,Седан,2.4,97,дизель,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,6 поколение,https://www.drom.ru/catalog/toyota/chaser/g_1996_761/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_469897.jpg,1996,1998,Седан,2.5,200,бензин,АКПП,полный привод (4WD),
Toyota,Chaser,Модельный ряд для Японии,6 поколение,https://www.drom.ru/catalog/toyota/chaser/g_1996_761/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_469897.jpg,1996,1998,Седан,2.5,200,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,6 поколение,https://www.drom.ru/catalog/toyota/chaser/g_1996_761/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_469897.jpg,1996,1998,Седан,2.5,280,бензин,МКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,6 поколение,https://www.drom.ru/catalog/toyota/chaser/g_1996_761/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_469897.jpg,1996,1998,Седан,2.5,280,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,6 поколение,https://www.drom.ru/catalog/toyota/chaser/g_1996_761/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_469897.jpg,1996,1998,Седан,3.0,220,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"5 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1994_4599/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_468570.jpg,1994,1996,Седан,1.8,120,бензин,МКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"5 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1994_4599/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_468570.jpg,1994,1996,Седан,1.8,120,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"5 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1994_4599/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_468570.jpg,1994,1996,Седан,2.0,135,бензин,МКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"5 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1994_4599/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_468570.jpg,1994,1996,Седан,2.0,135,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"5 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1994_4599/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_468570.jpg,1994,1996,Седан,2.4,97,дизель,МКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"5 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1994_4599/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_468570.jpg,1994,1996,Седан,2.4,97,дизель,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"5 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1994_4599/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_468570.jpg,1994,1996,Седан,2.5,180,бензин,АКПП,полный привод (4WD),
Toyota,Chaser,Модельный ряд для Японии,"5 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1994_4599/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_468570.jpg,1994,1996,Седан,2.5,180,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"5 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1994_4599/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_468570.jpg,1994,1996,Седан,2.5,280,бензин,МКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"5 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1994_4599/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_468570.jpg,1994,1996,Седан,2.5,280,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"5 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1994_4599/,https://s.auto.drom.ru/i24196/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_468570.jpg,1994,1996,Седан,3.0,220,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,5 поколение,https://www.drom.ru/catalog/toyota/chaser/g_1992_760/,https://s.auto.drom.ru/img1/catalog/photos/fullsize/toyota/chaser/gen473_toyota_chaser_19512.jpg,1992,1994,Седан,1.8,120,бензин,МКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,5 поколение,https://www.drom.ru/catalog/toyota/chaser/g_1992_760/,https://s.auto.drom.ru/img1/catalog/photos/fullsize/toyota/chaser/gen473_toyota_chaser_19512.jpg,1992,1994,Седан,1.8,120,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,5 поколение,https://www.drom.ru/catalog/toyota/chaser/g_1992_760/,https://s.auto.drom.ru/img1/catalog/photos/fullsize/toyota/chaser/gen473_toyota_chaser_19512.jpg,1992,1994,Седан,2.0,135,бензин,МКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,5 поколение,https://www.drom.ru/catalog/toyota/chaser/g_1992_760/,https://s.auto.drom.ru/img1/catalog/photos/fullsize/toyota/chaser/gen473_toyota_chaser_19512.jpg,1992,1994,Седан,2.0,135,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,5 поколение,https://www.drom.ru/catalog/toyota/chaser/g_1992_760/,https://s.auto.drom.ru/img1/catalog/photos/fullsize/toyota/chaser/gen473_toyota_chaser_19512.jpg,1992,1994,Седан,2.4,97,дизель,МКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,5 поколение,https://www.drom.ru/catalog/toyota/chaser/g_1992_760/,https://s.auto.drom.ru/img1/catalog/photos/fullsize/toyota/chaser/gen473_toyota_chaser_19512.jpg,1992,1994,Седан,2.4,97,дизель,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,5 поколение,https://www.drom.ru/catalog/toyota/chaser/g_1992_760/,https://s.auto.drom.ru/img1/catalog/photos/fullsize/toyota/chaser/gen473_toyota_chaser_19512.jpg,1992,1994,Седан,2.5,180,бензин,АКПП,полный привод (4WD),
Toyota,Chaser,Модельный ряд для Японии,5 поколение,https://www.drom.ru/catalog/toyota/chaser/g_1992_760/,https://s.auto.drom.ru/img1/catalog/photos/fullsize/toyota/chaser/gen473_toyota_chaser_19512.jpg,1992,1994,Седан,2.5,180,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,5 поколение,https://www.drom.ru/catalog/toyota/chaser/g_1992_760/,https://s.auto.drom.ru/img1/catalog/photos/fullsize/toyota/chaser/gen473_toyota_chaser_19512.jpg,1992,1994,Седан,2.5,280,бензин,МКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,5 поколение,https://www.drom.ru/catalog/toyota/chaser/g_1992_760/,https://s.auto.drom.ru/img1/catalog/photos/fullsize/toyota/chaser/gen473_toyota_chaser_19512.jpg,1992,1994,Седан,2.5,280,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,5 поколение,https://www.drom.ru/catalog/toyota/chaser/g_1992_760/,https://s.auto.drom.ru/img1/catalog/photos/fullsize/toyota/chaser/gen473_toyota_chaser_19512.jpg,1992,1994,Седан,3.0,220,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"4 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1990_4598/,https://s.auto.drom.ru/i24217/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_785883.jpg,1990,1992,Седан,1.8,115,бензин,МКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"4 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1990_4598/,https://s.auto.drom.ru/i24217/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_785883.jpg,1990,1992,Седан,1.8,115,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"4 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1990_4598/,https://s.auto.drom.ru/i24217/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_785883.jpg,1990,1992,Седан,2.0,135,бензин,МКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"4 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1990_4598/,https://s.auto.drom.ru/i24217/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_785883.jpg,1990,1992,Седан,2.0,135,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"4 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1990_4598/,https://s.auto.drom.ru/i24217/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_785883.jpg,1990,1992,Седан,2.0,150,бензин,МКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"4 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1990_4598/,https://s.auto.drom.ru/i24217/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_785883.jpg,1990,1992,Седан,2.0,150,бензин,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"4 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1990_4598/,https://s.auto.drom.ru/i24217/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_785883.jpg,1990,1992,Седан,2.4,85,дизель,АКПП,задний привод,
Toyota,Chaser,Модельный ряд для Японии,"4 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/chaser/g_1990_4598/,https://s.auto.drom.ru/i24217/c/photos/fullsize/toyota/chaser/gen473_toyota_chaser_785883.jpg,1990,1992,Седан,2.4,94,дизель,МКПП,задний привод,
